date,product_id,product_name,location,demand,inventory,cost,lead_time
2025-07-18,LAP-200,Laptop,Marrakesh,28,11,791.44,10
2024-10-13,CPU-100,Processor,Fes,8,21,245.11,7
2025-06-26,PHN-200,Smartphone,Rabat,52,48,623.07,14
2024-03-08,CPU-100,Processor,Meknes,22,39,260.85,5
2024-12-09,PSU-100,Power Supply,Marrakesh,17,36,67.07,7
2025-07-19,NC-100,Network Card,Marrakesh,6,55,41.18,5
2024-07-15,PHN-200,Smartphone,Tanger,105,154,574.15,3
2024-06-05,MB-200,Motherboard,Marrakesh,11,23,150.3,3
2023-12-16,PRT-200,Printer,Agadir,14,14,151.1,14
2023-12-30,PHN-100,Smartphone,Rabat,96,114,603.72,3
2023-09-26,NC-100,Network Card,Meknes,7,18,39.08,7
2023-09-10,TAB-100,Tablet,Fes,34,82,301.14,10
2024-05-15,PRT-100,Printer,Oujda,10,16,145.71,3
2024-08-21,GPU-100,Graphics Card,Fes,9,4,509.66,10
2025-05-22,RAM-100,Memory Module,Fes,32,59,101.18,7
2023-07-29,PSU-100,Power Supply,Tanger,9,55,70.3,3
2024-05-05,SSD-100,SSD,Meknes,46,28,121.32,7
2025-04-24,MB-200,Motherboard,Casablanca,13,19,142.71,7
2025-04-24,CPU-100,Processor,Tanger,21,40,253.77,14
2025-02-25,TAB-200,Tablet,Oujda,17,12,309.87,7
2025-02-07,PRT-200,Printer,Tanger,21,9,143.67,14
2023-11-09,NC-100,Network Card,Casablanca,8,52,39.26,3
2025-03-01,PRT-200,Printer,Agadir,11,60,157.39,5
2024-03-09,CPU-100,Processor,Tanger,8,40,252.82,5
2024-12-15,MB-200,Motherboard,Marrakesh,17,45,149.55,10
2024-08-27,GPU-100,Graphics Card,Agadir,11,34,500.97,3
2025-04-23,GPU-200,Graphics Card,Oujda,20,64,505.99,7
2024-08-01,GPU-200,Graphics Card,Meknes,5,5,515.17,10
2024-10-01,KB-100,Keyboard,Casablanca,20,22,29.55,10
2025-02-16,GPU-200,Graphics Card,Casablanca,18,39,495.9,14
2024-02-10,PRT-200,Printer,Oujda,21,68,150.03,14
2025-07-19,PSU-100,Power Supply,Rabat,8,0,71.27,14
2023-09-12,TAB-200,Tablet,Tanger,26,13,297.12,5
2023-10-12,PHN-100,Smartphone,Casablanca,65,45,608.79,5
2024-08-27,PSU-100,Power Supply,Rabat,8,41,73.24,10
2023-12-02,SSD-100,SSD,Agadir,49,90,116.0,10
2025-06-26,GPU-100,Graphics Card,Meknes,16,28,488.07,10
2024-12-22,LAP-200,Laptop,Agadir,61,46,823.55,14
2024-03-14,KB-100,Keyboard,Meknes,32,39,29.36,14
2024-12-17,NC-100,Network Card,Oujda,11,35,41.6,10
2025-01-19,KB-100,Keyboard,Casablanca,1,30,29.77,7
2025-02-14,LAP-300,Laptop,Oujda,42,34,775.24,5
2024-10-12,PHN-200,Smartphone,Fes,72,92,609.52,14
2024-04-13,LAP-100,Laptop,Meknes,58,93,829.53,7
2025-07-03,PRT-100,Printer,Casablanca,19,23,149.7,7
2024-02-29,PSU-100,Power Supply,Oujda,8,43,67.49,10
2024-06-08,NC-100,Network Card,Rabat,5,4,41.49,5
2024-10-13,SSD-100,SSD,Marrakesh,56,86,125.31,5
2024-01-25,SSD-100,SSD,Rabat,36,49,119.9,5
2024-10-20,TAB-200,Tablet,Rabat,46,66,297.58,7
2024-10-19,LAP-100,Laptop,Rabat,42,58,807.94,3
2024-01-12,SSD-100,SSD,Meknes,37,70,124.65,3
2025-05-18,SSD-100,SSD,Meknes,39,22,125.87,14
2025-04-25,SSD-100,SSD,Tanger,55,42,114.5,3
2024-02-01,PSU-100,Power Supply,Tanger,7,10,72.99,7
2025-07-13,CPU-100,Processor,Casablanca,22,61,249.93,5
2023-12-23,TAB-200,Tablet,Fes,26,61,314.95,3
2025-03-25,MB-100,Motherboard,Agadir,9,0,149.66,5
2025-05-31,GPU-200,Graphics Card,Casablanca,26,74,483.09,5
2024-06-10,PHN-200,Smartphone,Casablanca,63,80,605.37,14
2025-04-26,PRT-200,Printer,Meknes,12,13,156.21,5
2025-07-24,SSD-100,SSD,Casablanca,33,76,125.04,7
2025-04-20,PRT-100,Printer,Rabat,12,53,152.2,10
2025-03-26,PHN-200,Smartphone,Marrakesh,60,50,596.7,5
2023-10-29,MON-100,Monitor,Casablanca,21,14,194.72,10
2023-11-30,MON-100,Monitor,Agadir,14,15,200.73,7
2023-08-27,PSU-100,Power Supply,Casablanca,9,0,72.76,10
2025-03-15,SSD-100,SSD,Marrakesh,36,81,123.89,7
2025-05-14,MS-100,Mouse,Marrakesh,20,69,19.67,10
2023-08-21,PRT-200,Printer,Tanger,8,36,151.48,10
2024-04-01,NC-100,Network Card,Marrakesh,4,0,39.23,7
2025-02-23,PSU-100,Power Supply,Tanger,14,0,68.67,3
2024-04-18,KB-100,Keyboard,Meknes,23,67,29.96,5
2024-12-01,RAM-100,Memory Module,Tanger,40,67,103.68,5
2025-04-13,CPU-100,Processor,Tanger,11,37,258.92,10
2024-12-03,SSD-100,SSD,Agadir,46,74,125.29,10
2025-01-23,GPU-200,Graphics Card,Oujda,8,0,509.57,14
2025-04-30,SSD-100,SSD,Oujda,73,60,118.26,3
2024-02-01,GPU-100,Graphics Card,Agadir,11,17,513.67,5
2024-04-17,NC-100,Network Card,Casablanca,9,19,38.81,7
2024-04-18,CPU-100,Processor,Agadir,22,6,254.32,10
2024-03-14,PRT-100,Printer,Tanger,18,62,145.95,3
2023-11-20,MS-200,Mouse,Casablanca,34,47,19.64,3
2025-01-26,KB-100,Keyboard,Tanger,22,42,28.7,7
2023-09-27,MS-200,Mouse,Tanger,8,0,20.27,5
2024-01-14,MON-100,Monitor,Rabat,23,24,202.32,10
2024-08-16,NC-100,Network Card,Casablanca,10,25,39.41,7
2025-03-27,MB-100,Motherboard,Fes,10,20,150.79,7
2023-12-28,SSD-100,SSD,Casablanca,52,97,123.53,5
2023-12-12,MB-100,Motherboard,Casablanca,12,11,153.9,7
2025-07-11,MON-100,Monitor,Casablanca,31,71,202.03,3
2023-08-06,PRT-200,Printer,Tanger,15,15,150.13,5
2024-10-30,TAB-200,Tablet,Oujda,34,80,308.47,10
2025-03-13,NC-100,Network Card,Meknes,14,51,40.28,7
2023-11-05,HDD-200,Hard Drive,Meknes,50,78,77.44,3
2024-12-29,PHN-200,Smartphone,Meknes,58,98,609.04,3
2025-05-28,PHN-100,Smartphone,Fes,1,0,579.09,7
2025-02-20,MB-200,Motherboard,Meknes,10,59,149.34,3
2025-04-08,KB-100,Keyboard,Casablanca,28,23,28.8,7
2023-11-14,SSD-100,SSD,Casablanca,45,37,122.44,7
2025-03-12,SSD-100,SSD,Agadir,16,57,119.25,14
2025-02-09,LAP-300,Laptop,Oujda,61,108,782.11,10
2024-07-23,TAB-100,Tablet,Meknes,27,66,312.27,14
2024-09-22,TAB-100,Tablet,Tanger,15,22,298.68,5
2024-06-08,HDD-100,Hard Drive,Agadir,13,14,82.98,10
2024-10-23,GPU-200,Graphics Card,Rabat,9,0,516.07,10
2024-08-02,MON-100,Monitor,Rabat,28,32,208.32,14
2024-06-23,LAP-100,Laptop,Rabat,27,15,838.0,7
2025-01-24,PRT-100,Printer,Tanger,20,59,143.17,14
2025-02-26,PRT-100,Printer,Agadir,22,19,150.95,3
2025-06-05,SSD-100,SSD,Agadir,35,32,118.96,3
2023-12-22,PHN-100,Smartphone,Casablanca,109,119,604.43,14
2024-06-24,TAB-200,Tablet,Tanger,24,6,294.88,14
2024-01-19,LAP-300,Laptop,Oujda,71,77,787.32,10
2024-05-13,SSD-100,SSD,Tanger,47,73,123.39,3
2024-03-11,MB-100,Motherboard,Oujda,16,0,146.04,3
2024-03-20,RAM-100,Memory Module,Agadir,38,65,101.4,5
2023-12-13,RAM-100,Memory Module,Oujda,31,39,98.77,7
2024-09-20,TAB-100,Tablet,Rabat,18,49,298.78,7
2024-01-13,PHN-200,Smartphone,Marrakesh,90,127,625.18,14
2024-12-04,GPU-100,Graphics Card,Agadir,16,14,492.94,3
2024-05-23,NC-100,Network Card,Tanger,8,9,39.08,7
2025-03-28,LAP-100,Laptop,Rabat,65,59,800.42,7
2023-09-07,MS-200,Mouse,Meknes,19,43,20.08,10
2025-07-23,HDD-200,Hard Drive,Tanger,35,53,77.24,3
2025-05-03,PSU-100,Power Supply,Marrakesh,3,18,71.42,3
2023-11-19,GPU-100,Graphics Card,Fes,12,0,520.69,14
2024-12-02,MB-200,Motherboard,Fes,9,45,153.18,5
2025-01-17,MS-100,Mouse,Casablanca,37,33,19.79,7
2024-01-01,MON-100,Monitor,Agadir,33,80,198.6,14
2024-09-09,PHN-100,Smartphone,Marrakesh,101,110,594.67,5
2025-06-25,PHN-100,Smartphone,Casablanca,107,131,622.19,10
2023-08-27,MB-100,Motherboard,Rabat,17,46,144.33,14
2024-01-26,GPU-100,Graphics Card,Meknes,20,20,483.91,10
2024-01-29,KB-100,Keyboard,Fes,19,4,30.78,7
2025-05-23,PRT-200,Printer,Rabat,15,19,157.36,10
2024-07-09,MON-100,Monitor,Agadir,16,37,204.58,7
2024-06-26,KB-100,Keyboard,Fes,21,54,30.5,14
2023-07-30,CPU-100,Processor,Oujda,16,40,256.83,14
2024-10-23,MB-200,Motherboard,Fes,12,13,153.39,5
2024-06-19,RAM-100,Memory Module,Meknes,43,30,104.9,7
2023-07-28,SSD-100,SSD,Fes,55,35,119.82,5
2024-06-06,PHN-200,Smartphone,Fes,174,160,623.97,14
2024-08-30,TAB-200,Tablet,Marrakesh,39,52,305.72,10
2024-10-15,PHN-100,Smartphone,Agadir,107,156,595.16,3
2025-01-16,SSD-100,SSD,Agadir,34,25,125.58,14
2024-08-13,RAM-100,Memory Module,Tanger,16,29,98.54,3
2024-04-13,KB-100,Keyboard,Casablanca,28,13,31.04,3
2024-01-29,MB-100,Motherboard,Agadir,10,3,157.19,5
2025-01-12,GPU-100,Graphics Card,Meknes,17,22,517.99,7
2025-06-30,RAM-100,Memory Module,Tanger,24,35,100.86,7
2023-12-30,GPU-200,Graphics Card,Meknes,8,0,485.04,5
2024-12-20,HDD-100,Hard Drive,Marrakesh,44,51,79.86,10
2023-11-26,PHN-200,Smartphone,Rabat,77,127,608.02,10
2024-08-23,GPU-200,Graphics Card,Rabat,11,0,488.44,10
2023-08-06,RAM-100,Memory Module,Fes,43,80,95.8,3
2024-11-08,KB-100,Keyboard,Tanger,29,14,29.21,14
2024-03-02,PSU-100,Power Supply,Agadir,11,28,70.42,5
2024-05-09,RAM-100,Memory Module,Marrakesh,25,72,98.82,5
2024-03-01,SSD-100,SSD,Marrakesh,56,74,114.94,3
2023-10-13,GPU-100,Graphics Card,Fes,15,3,491.65,14
2023-08-13,NC-100,Network Card,Agadir,7,7,39.19,14
2025-01-31,KB-100,Keyboard,Casablanca,23,26,30.84,10
2023-09-05,HDD-200,Hard Drive,Marrakesh,58,89,83.34,5
2024-03-10,MS-100,Mouse,Agadir,31,27,20.43,7
2025-01-19,GPU-100,Graphics Card,Rabat,21,33,478.4,3
2024-12-21,PHN-100,Smartphone,Meknes,58,96,617.68,5
2024-07-27,PSU-100,Power Supply,Oujda,6,5,68.46,3
2024-03-13,MB-100,Motherboard,Marrakesh,9,4,155.24,3
2025-03-18,CPU-100,Processor,Rabat,22,18,247.54,10
2025-03-23,MB-200,Motherboard,Tanger,1,7,150.78,5
2024-01-16,MS-100,Mouse,Tanger,9,34,19.21,5
2023-10-30,HDD-100,Hard Drive,Casablanca,48,34,76.74,3
2024-01-15,HDD-200,Hard Drive,Rabat,21,52,83.16,7
2025-01-31,CPU-100,Processor,Fes,18,43,260.84,3
2025-02-09,PSU-100,Power Supply,Tanger,9,2,67.5,14
2025-03-17,KB-100,Keyboard,Meknes,28,33,29.19,7
2023-10-22,TAB-200,Tablet,Oujda,37,52,286.59,14
2024-01-11,LAP-200,Laptop,Rabat,49,43,763.07,5
2024-07-17,MS-100,Mouse,Tanger,31,41,20.7,3
2024-02-17,GPU-100,Graphics Card,Casablanca,17,52,490.06,5
2024-10-26,GPU-200,Graphics Card,Tanger,19,54,520.0,3
2023-10-19,MON-100,Monitor,Rabat,19,48,204.18,10
2024-08-24,PHN-100,Smartphone,Oujda,125,175,595.7,14
2024-03-15,NC-100,Network Card,Fes,9,36,41.39,14
2024-07-07,SSD-100,SSD,Fes,61,76,118.63,7
2024-01-12,PHN-100,Smartphone,Oujda,95,81,604.57,14
2024-01-16,SSD-100,SSD,Agadir,42,55,117.52,14
2025-03-24,CPU-100,Processor,Meknes,20,39,245.3,5
2024-04-13,HDD-200,Hard Drive,Rabat,15,52,79.98,3
2024-02-25,PRT-100,Printer,Casablanca,17,25,142.73,3
2025-06-20,PSU-100,Power Supply,Tanger,9,8,69.5,5
2025-03-09,HDD-100,Hard Drive,Casablanca,43,26,79.1,14
2024-07-14,MS-100,Mouse,Agadir,20,46,19.42,14
2024-04-06,SSD-100,SSD,Tanger,38,29,115.2,5
2024-10-14,NC-100,Network Card,Casablanca,4,0,39.74,3
2023-12-23,MB-100,Motherboard,Marrakesh,16,17,153.33,5
2025-07-21,PSU-100,Power Supply,Rabat,9,32,67.32,3
2024-11-12,TAB-100,Tablet,Fes,15,3,298.33,3
2025-03-21,NC-100,Network Card,Casablanca,6,9,41.72,7
2024-11-04,CPU-100,Processor,Casablanca,17,6,238.24,5
2025-01-09,GPU-200,Graphics Card,Casablanca,13,56,514.35,14
2024-01-17,KB-100,Keyboard,Fes,16,53,31.31,14
2024-04-07,PRT-200,Printer,Rabat,17,65,150.57,3
2024-06-09,HDD-200,Hard Drive,Oujda,44,57,77.41,5
2025-04-26,MS-200,Mouse,Oujda,28,32,19.69,14
2024-11-19,MON-100,Monitor,Oujda,25,45,196.68,7
2023-08-27,LAP-200,Laptop,Tanger,68,80,838.66,14
2024-12-04,PRT-100,Printer,Rabat,8,37,152.96,14
2025-04-12,PHN-200,Smartphone,Agadir,121,151,607.84,14
2024-03-20,MB-200,Motherboard,Casablanca,14,50,154.21,5
2025-06-02,MB-200,Motherboard,Meknes,8,13,152.3,5
2023-09-22,TAB-200,Tablet,Marrakesh,24,15,303.93,10
2025-07-16,LAP-300,Laptop,Casablanca,18,38,793.43,14
2024-12-02,PHN-200,Smartphone,Agadir,62,93,611.03,3
2024-03-25,RAM-100,Memory Module,Rabat,34,23,102.13,10
2024-08-06,CPU-100,Processor,Tanger,20,57,243.26,5
2025-04-20,GPU-200,Graphics Card,Rabat,17,0,522.35,5
2025-07-14,CPU-100,Processor,Meknes,22,29,261.06,3
2025-01-28,NC-100,Network Card,Fes,12,22,39.41,14
2025-02-11,PSU-100,Power Supply,Marrakesh,14,63,69.25,10
2024-07-22,NC-100,Network Card,Marrakesh,9,58,38.69,10
2024-06-13,MS-100,Mouse,Fes,36,73,20.12,10
2023-11-20,MB-100,Motherboard,Tanger,10,20,157.49,7
2025-05-09,PSU-100,Power Supply,Casablanca,7,0,68.95,5
2025-05-19,MB-100,Motherboard,Marrakesh,11,60,155.12,3
2023-09-22,SSD-100,SSD,Tanger,42,36,117.68,14
2024-08-22,MON-100,Monitor,Oujda,35,58,197.57,10
2024-07-03,GPU-100,Graphics Card,Fes,12,59,485.89,5
2024-01-11,GPU-200,Graphics Card,Tanger,16,16,503.21,5
2023-11-11,KB-100,Keyboard,Rabat,16,51,29.26,7
2024-07-24,PHN-100,Smartphone,Rabat,129,129,587.99,3
2024-11-20,PRT-200,Printer,Agadir,7,24,156.05,10
2023-09-04,PRT-200,Printer,Tanger,16,10,156.53,3
2024-03-01,LAP-100,Laptop,Tanger,49,73,804.42,7
2023-10-04,PSU-100,Power Supply,Rabat,8,57,72.11,7
2024-12-21,TAB-200,Tablet,Marrakesh,48,97,310.42,14
2024-10-24,HDD-200,Hard Drive,Meknes,37,17,82.75,10
2024-03-12,MB-100,Motherboard,Rabat,12,0,154.83,7
2025-04-28,HDD-200,Hard Drive,Meknes,57,77,77.6,5
2023-10-01,KB-100,Keyboard,Oujda,10,53,31.34,5
2025-01-09,KB-100,Keyboard,Marrakesh,31,55,28.58,10
2023-08-17,RAM-100,Memory Module,Fes,30,17,96.18,3
2023-10-06,PSU-100,Power Supply,Casablanca,7,17,68.69,10
2023-10-14,SSD-100,SSD,Oujda,40,27,118.25,14
2024-08-04,LAP-100,Laptop,Tanger,65,115,830.71,3
2025-02-28,MON-100,Monitor,Oujda,37,32,207.12,7
2024-04-30,MB-100,Motherboard,Casablanca,15,41,153.91,3
2024-09-29,RAM-100,Memory Module,Rabat,15,0,97.61,7
2024-08-04,NC-100,Network Card,Marrakesh,7,12,38.25,5
2024-05-17,SSD-100,SSD,Oujda,27,35,120.78,10
2023-11-20,LAP-100,Laptop,Fes,76,106,837.92,7
2024-08-28,MON-100,Monitor,Fes,40,20,203.41,7
2024-11-05,RAM-100,Memory Module,Agadir,37,71,96.77,14
2025-05-03,TAB-200,Tablet,Tanger,20,48,308.57,10
2024-01-14,RAM-100,Memory Module,Agadir,35,28,95.12,10
2025-02-06,HDD-200,Hard Drive,Fes,18,12,82.13,7
2025-03-02,PSU-100,Power Supply,Tanger,10,0,69.94,10
2024-01-19,PSU-100,Power Supply,Marrakesh,12,48,71.36,14
2024-10-04,GPU-200,Graphics Card,Oujda,21,20,511.71,5
2024-01-31,RAM-100,Memory Module,Marrakesh,32,32,95.67,14
2024-01-15,HDD-100,Hard Drive,Oujda,52,61,81.3,10
2024-01-06,RAM-100,Memory Module,Agadir,27,73,103.53,5
2025-06-07,PSU-100,Power Supply,Tanger,11,54,69.67,7
2024-05-21,GPU-100,Graphics Card,Marrakesh,19,42,508.08,10
2024-02-20,RAM-100,Memory Module,Agadir,42,32,100.47,5
2024-08-08,PRT-200,Printer,Oujda,9,40,149.37,7
2023-07-26,NC-100,Network Card,Rabat,5,14,39.28,3
2024-10-15,KB-100,Keyboard,Agadir,28,20,30.49,7
2024-10-03,PRT-100,Printer,Fes,17,46,148.48,5
2025-01-16,RAM-100,Memory Module,Tanger,23,33,104.82,7
2024-07-20,SSD-100,SSD,Agadir,22,4,122.39,14
2024-05-13,LAP-300,Laptop,Tanger,48,89,779.68,7
2024-02-19,KB-100,Keyboard,Agadir,22,43,30.19,5
2024-10-02,PHN-100,Smartphone,Oujda,93,81,603.47,10
2025-06-18,CPU-100,Processor,Meknes,21,45,247.63,10
2024-10-03,NC-100,Network Card,Casablanca,5,0,38.76,14
2023-12-08,SSD-100,SSD,Oujda,40,32,114.57,14
2025-05-12,PHN-100,Smartphone,Fes,94,132,628.53,10
2025-01-27,PRT-200,Printer,Rabat,12,59,151.85,14
2025-04-22,HDD-200,Hard Drive,Fes,39,32,83.39,5
2024-03-04,SSD-100,SSD,Fes,76,78,117.07,10
2025-01-21,SSD-100,SSD,Marrakesh,26,58,123.75,5
2025-05-28,PRT-100,Printer,Oujda,14,34,152.44,5
2023-07-31,MON-100,Monitor,Oujda,26,67,201.01,3
2024-04-17,MON-100,Monitor,Fes,26,67,204.66,7
2024-03-16,HDD-200,Hard Drive,Rabat,32,63,80.22,5
2024-01-18,HDD-100,Hard Drive,Agadir,28,72,78.82,14
2024-07-07,PRT-100,Printer,Rabat,11,23,150.67,3
2024-12-07,TAB-100,Tablet,Rabat,11,57,303.81,14
2024-11-05,PHN-200,Smartphone,Rabat,93,126,598.17,3
2025-06-15,RAM-100,Memory Module,Casablanca,42,37,102.35,14
2023-09-20,PRT-200,Printer,Marrakesh,18,55,145.16,10
2024-10-03,HDD-200,Hard Drive,Marrakesh,47,75,79.98,5
2024-10-27,NC-100,Network Card,Tanger,6,8,39.68,5
2025-01-31,KB-100,Keyboard,Marrakesh,29,47,30.79,7
2025-01-06,SSD-100,SSD,Meknes,55,76,122.79,7
2025-02-27,NC-100,Network Card,Agadir,10,11,40.41,10
2023-08-08,MB-100,Motherboard,Oujda,3,25,157.03,10
2024-05-30,SSD-100,SSD,Oujda,40,84,121.2,3
2025-02-07,TAB-100,Tablet,Marrakesh,45,33,299.23,10
2025-07-08,MS-100,Mouse,Agadir,20,47,19.22,5
2024-09-13,MS-100,Mouse,Agadir,40,85,20.86,7
2025-03-02,GPU-200,Graphics Card,Marrakesh,19,21,522.51,14
2025-05-10,PRT-100,Printer,Oujda,13,0,147.77,5
2024-04-20,RAM-100,Memory Module,Meknes,24,58,96.68,5
2023-12-03,RAM-100,Memory Module,Marrakesh,43,57,104.88,10
2024-01-12,GPU-200,Graphics Card,Agadir,23,52,478.14,3
2024-09-10,KB-100,Keyboard,Tanger,27,31,31.4,14
2024-08-03,MB-200,Motherboard,Oujda,15,40,149.93,7
2024-05-19,SSD-100,SSD,Fes,36,47,125.56,10
2024-10-27,NC-100,Network Card,Agadir,9,42,38.96,14
2024-07-29,PHN-200,Smartphone,Casablanca,66,70,602.07,5
2024-04-24,PHN-100,Smartphone,Oujda,134,131,618.47,7
2024-06-19,PRT-100,Printer,Agadir,18,57,143.24,3
2024-07-08,RAM-100,Memory Module,Agadir,31,74,100.58,14
2025-01-31,PRT-100,Printer,Agadir,16,12,156.04,10
2024-06-27,PRT-100,Printer,Tanger,21,67,156.53,3
2024-06-11,PRT-100,Printer,Fes,22,71,143.97,7
2023-11-16,GPU-100,Graphics Card,Agadir,16,40,517.67,10
2025-01-05,RAM-100,Memory Module,Meknes,10,21,101.3,3
2024-02-08,SSD-100,SSD,Meknes,58,53,114.58,10
2025-07-21,RAM-100,Memory Module,Meknes,23,9,99.76,7
2023-10-06,GPU-200,Graphics Card,Oujda,14,6,498.75,14
2024-11-23,PRT-100,Printer,Marrakesh,16,34,150.8,3
2024-07-08,MON-100,Monitor,Agadir,26,55,191.77,10
2024-12-13,RAM-100,Memory Module,Tanger,5,0,97.97,3
2024-08-02,MON-100,Monitor,Tanger,28,19,200.84,14
2024-09-12,LAP-300,Laptop,Meknes,33,39,821.13,3
2024-10-25,PRT-200,Printer,Fes,13,13,156.61,3
2024-01-07,TAB-200,Tablet,Agadir,29,79,302.17,5
2024-08-16,PSU-100,Power Supply,Casablanca,15,41,72.54,14
2025-06-14,KB-100,Keyboard,Casablanca,39,55,29.18,14
2023-08-03,GPU-200,Graphics Card,Agadir,15,61,522.65,7
2024-12-26,SSD-100,SSD,Rabat,27,34,125.95,7
2024-09-29,GPU-100,Graphics Card,Agadir,13,61,489.65,10
2025-03-20,SSD-100,SSD,Agadir,66,85,114.88,7
2024-12-10,MS-200,Mouse,Agadir,23,24,20.08,3
2024-08-23,KB-100,Keyboard,Meknes,38,53,31.02,3
2024-11-11,HDD-200,Hard Drive,Marrakesh,34,42,81.43,5
2025-04-08,CPU-100,Processor,Oujda,29,73,254.98,14
2025-07-03,MB-100,Motherboard,Agadir,16,16,156.49,5
2024-07-28,MB-100,Motherboard,Oujda,12,54,154.96,3
2024-02-15,RAM-100,Memory Module,Marrakesh,9,53,98.22,14
2024-11-30,LAP-300,Laptop,Meknes,60,52,813.05,5
2024-09-11,PRT-200,Printer,Agadir,6,46,155.37,7
2025-02-09,GPU-100,Graphics Card,Rabat,9,0,478.03,3
2025-01-07,MB-200,Motherboard,Marrakesh,17,35,153.85,7
2024-11-09,RAM-100,Memory Module,Oujda,22,37,96.38,10
2025-03-13,TAB-100,Tablet,Oujda,32,31,287.18,10
2024-01-30,PHN-200,Smartphone,Oujda,42,75,581.32,5
2023-10-07,SSD-100,SSD,Agadir,51,55,124.75,7
2024-10-31,LAP-100,Laptop,Tanger,27,23,815.58,14
2025-05-06,PHN-100,Smartphone,Oujda,26,17,590.52,7
2024-04-02,PSU-100,Power Supply,Meknes,6,2,68.41,10
2024-01-29,CPU-100,Processor,Tanger,16,53,260.4,3
2023-07-29,KB-100,Keyboard,Oujda,26,67,28.99,7
2024-07-15,NC-100,Network Card,Rabat,11,35,41.33,3
2024-01-25,PSU-100,Power Supply,Tanger,9,7,67.57,3
2025-06-30,PHN-100,Smartphone,Oujda,72,79,574.39,10
2023-09-06,MS-100,Mouse,Marrakesh,39,19,19.27,5
2025-03-12,CPU-100,Processor,Tanger,17,56,244.98,3
2024-07-29,MON-100,Monitor,Fes,40,33,190.25,3
2024-03-16,PHN-100,Smartphone,Agadir,64,56,608.08,3
2024-11-01,TAB-100,Tablet,Oujda,31,11,311.61,10
2024-07-05,MS-100,Mouse,Rabat,26,58,19.22,7
2024-06-12,RAM-100,Memory Module,Rabat,51,99,98.23,3
2024-02-29,MB-200,Motherboard,Meknes,16,46,155.41,3
2024-01-15,GPU-100,Graphics Card,Marrakesh,18,19,514.65,7
2024-07-15,SSD-100,SSD,Casablanca,41,82,123.24,14
2023-08-29,MB-200,Motherboard,Marrakesh,13,30,153.49,3
2024-09-30,SSD-100,SSD,Casablanca,25,55,117.7,3
2024-03-26,NC-100,Network Card,Meknes,9,6,40.4,3
2023-10-15,RAM-100,Memory Module,Casablanca,35,52,104.0,7
2025-03-23,PRT-200,Printer,Meknes,16,25,152.79,3
2023-12-17,NC-100,Network Card,Meknes,6,48,40.8,7
2024-10-23,PHN-100,Smartphone,Rabat,53,44,621.51,3
2024-05-09,RAM-100,Memory Module,Marrakesh,31,27,102.27,5
2025-04-12,RAM-100,Memory Module,Meknes,24,5,96.97,5
2024-12-01,MB-200,Motherboard,Fes,22,17,157.13,3
2024-03-11,GPU-200,Graphics Card,Agadir,10,60,489.73,14
2023-09-05,NC-100,Network Card,Fes,4,35,40.15,5
2023-08-19,NC-100,Network Card,Rabat,9,39,40.52,14
2024-10-09,GPU-200,Graphics Card,Meknes,11,47,513.63,5
2024-03-21,MS-200,Mouse,Rabat,24,38,19.6,3
2024-08-01,KB-100,Keyboard,Oujda,16,58,30.68,10
2024-10-02,RAM-100,Memory Module,Oujda,28,47,101.8,14
2025-01-06,NC-100,Network Card,Fes,7,34,38.79,3
2024-11-18,LAP-300,Laptop,Casablanca,73,61,798.14,14
2024-04-21,SSD-100,SSD,Tanger,95,139,114.84,10
2024-11-09,PSU-100,Power Supply,Casablanca,15,23,72.0,14
2025-07-06,MS-200,Mouse,Fes,13,48,20.97,14
2024-12-18,MON-100,Monitor,Agadir,29,11,200.8,10
2024-02-25,NC-100,Network Card,Tanger,9,50,38.67,3
2023-09-12,MON-100,Monitor,Rabat,40,29,205.49,7
2024-05-08,MS-100,Mouse,Marrakesh,39,69,19.89,7
2024-12-04,MS-100,Mouse,Meknes,9,29,20.91,10
2025-06-01,NC-100,Network Card,Rabat,2,49,38.89,3
2025-02-25,GPU-100,Graphics Card,Marrakesh,12,3,498.44,5
2024-08-31,GPU-200,Graphics Card,Meknes,15,60,486.96,10
2024-11-15,GPU-200,Graphics Card,Meknes,12,30,522.32,7
2025-06-19,PSU-100,Power Supply,Casablanca,11,44,72.08,3
2023-11-22,MB-200,Motherboard,Rabat,13,0,156.26,14
2023-08-20,GPU-100,Graphics Card,Agadir,23,5,493.37,10
2024-01-20,TAB-200,Tablet,Agadir,25,48,297.93,7
2024-01-24,PSU-100,Power Supply,Casablanca,7,0,72.09,14
2024-07-27,GPU-200,Graphics Card,Oujda,16,39,492.18,10
2024-10-23,GPU-200,Graphics Card,Meknes,21,17,486.07,3
2023-12-25,MS-100,Mouse,Tanger,20,63,19.04,14
2023-08-29,LAP-300,Laptop,Fes,46,76,769.72,7
2024-02-24,PSU-100,Power Supply,Rabat,8,0,73.04,10
2023-09-26,TAB-100,Tablet,Oujda,9,40,286.98,3
2025-01-13,MB-200,Motherboard,Meknes,16,28,154.4,5
2025-02-05,PHN-200,Smartphone,Meknes,80,130,596.44,14
2024-08-22,TAB-200,Tablet,Tanger,45,65,305.09,3
2024-02-21,PRT-200,Printer,Rabat,14,12,157.18,3
2024-07-01,LAP-100,Laptop,Fes,27,20,816.64,3
2024-08-16,CPU-100,Processor,Meknes,23,11,240.23,5
